Category,Dataset,Model,Categories_Distances,Num_Features,AIC,F1
TPC_DI,prospect_both_0_1_ac4_av,bert-base-uncased,Spectral,5,10.39330819475398,0.0
TPC_DI,prospect_horizontal_100_ec_ev,bert-base-uncased,Spectral,5,10.39330819475398,0.0
TPC_DI,prospect_both_50_30_ac1_av,bert-base-uncased,Spectral,5,10.39330819475398,0.0
TPC_DI,prospect_both_50_50_ec_av,bert-base-uncased,Spectral,5,10.39330819475398,0.0
TPC_DI,prospect_both_0_70_ec_av,bert-base-uncased,Spectral,5,10.39330819475398,0.0
TPC_DI,prospect_vertical_30_ac2_av,bert-base-uncased,Spectral,5,10.39330819475398,0.0
TPC_DI,prospect_both_0_70_ac3_av,bert-base-uncased,Spectral,5,10.39330819475398,0.0
TPC_DI,prospect_vertical_70_ac2_ev,bert-base-uncased,Spectral,5,10.39330819475398,0.0
TPC_DI,prospect_both_50_30_ac5_ev,bert-base-uncased,Spectral,5,10.39330819475398,0.0
TPC_DI,prospect_both_50_1_ac4_ev,bert-base-uncased,Spectral,5,10.39330819475398,0.0
TPC_DI,prospect_horizontal_0_ac2_ev,bert-base-uncased,Spectral,5,10.39330819475398,0.0
TPC_DI,prospect_both_50_30_ec_av,bert-base-uncased,Spectral,5,10.39330819475398,0.0
TPC_DI,prospect_both_50_30_ac3_ev,bert-base-uncased,Spectral,5,10.39330819475398,0.0
TPC_DI,prospect_both_50_1_ac1_av,bert-base-uncased,Spectral,5,10.39330819475398,0.0
TPC_DI,prospect_vertical_1_ac2_av,bert-base-uncased,Spectral,5,10.39330819475398,0.0
TPC_DI,prospect_both_50_70_ac3_av,bert-base-uncased,Spectral,5,10.39330819475398,0.0
TPC_DI,prospect_both_50_70_ac1_av,bert-base-uncased,Spectral,5,10.39330819475398,0.0
TPC_DI,prospect_horizontal_100_ac5_av,bert-base-uncased,Spectral,5,10.39330819475398,0.0
TPC_DI,prospect_horizontal_0_ac5_av,bert-base-uncased,Spectral,5,10.39330819475398,0.0
TPC_DI,prospect_both_0_30_ec_av,bert-base-uncased,Spectral,5,10.39330819475398,0.0
TPC_DI,prospect_both_0_1_ac4_ev,bert-base-uncased,Spectral,5,10.39330819475398,0.0
TPC_DI,prospect_vertical_50_ac1_ev,bert-base-uncased,Spectral,5,10.39330819475398,0.0
TPC_DI,prospect_both_50_1_ac2_ev,bert-base-uncased,Spectral,5,10.39330819475398,0.0
Wikidata,musicians_semjoinable,bert-base-uncased,Spectral,5,10.39330819475398,0.0
Magellan,itunes_amazon,bert-base-uncased,Topology,28,56.13967787770196,0.0
Magellan,amazon_google_exp,bert-base-uncased,Topology,28,56.13967787770196,0.0
ChEMBL,assays_both_0_1_ac1_ev,bert-base-uncased,Topology,28,56.13967787770196,1.0
ChEMBL,assays_vertical_30_ac1_ev,bert-base-uncased,Topology,28,56.13967787770196,0.6666666666666666
ChEMBL,assays_horizontal_0_ac5_av,bert-base-uncased,Topology,28,56.13967787770196,0.7567567567567568
ChEMBL,assays_both_50_30_ac4_av,bert-base-uncased,Topology,28,56.13967787770196,0.8
ChEMBL,assays_horizontal_0_ac4_ev,bert-base-uncased,Topology,28,56.13967787770196,0.7567567567567568
ChEMBL,assays_both_50_50_ac3_ev,bert-base-uncased,Topology,28,56.13967787770196,0.9523809523809523
ChEMBL,assays_horizontal_50_ac3_ev,bert-base-uncased,Topology,28,56.13967787770196,0.6285714285714286
ChEMBL,assays_horizontal_100_ac1_av,bert-base-uncased,Topology,28,56.13967787770196,0.85
ChEMBL,assays_both_0_30_ac2_av,bert-base-uncased,Topology,28,56.13967787770196,0.6666666666666666
ChEMBL,assays_both_50_50_ac2_av,bert-base-uncased,Topology,28,56.13967787770196,0.7058823529411765
ChEMBL,assays_vertical_70_ac3_av,bert-base-uncased,Topology,28,56.13967787770196,0.0
ChEMBL,assays_vertical_50_ac5_ev,bert-base-uncased,Topology,28,56.13967787770196,0.35294117647058826
ChEMBL,assays_vertical_50_ac4_av,bert-base-uncased,Topology,28,56.13967787770196,0.3076923076923077
ChEMBL,assays_horizontal_100_ac2_ev,bert-base-uncased,Topology,28,56.13967787770196,0.7222222222222222
ChEMBL,assays_both_50_50_ac1_ev,bert-base-uncased,Topology,28,56.13967787770196,0.5333333333333333
ChEMBL,assays_both_0_1_ac3_ev,bert-base-uncased,Topology,28,56.13967787770196,1.0
ChEMBL,assays_vertical_30_ac2_av,bert-base-uncased,Topology,28,56.13967787770196,0.6666666666666666
ChEMBL,assays_both_0_70_ac1_av,bert-base-uncased,Topology,28,56.13967787770196,0.7407407407407407
ChEMBL,assays_both_0_30_ac5_ev,bert-base-uncased,Topology,28,56.13967787770196,0.8
ChEMBL,assays_both_50_70_ac2_ev,bert-base-uncased,Topology,28,56.13967787770196,0.6666666666666666
ChEMBL,assays_both_50_1_ac1_av,bert-base-uncased,Topology,28,56.13967787770196,1.0
ChEMBL,assays_both_50_30_ac3_ev,bert-base-uncased,Topology,28,56.13967787770196,0.6666666666666666
ChEMBL,assays_both_50_30_ac2_av,bert-base-uncased,Topology,28,56.13967787770196,0.8
ChEMBL,assays_vertical_1_ac3_ev,bert-base-uncased,Topology,28,56.13967787770196,1.0
ChEMBL,assays_horizontal_0_ac1_av,bert-base-uncased,Topology,28,56.13967787770196,0.7567567567567568
ChEMBL,assays_both_50_30_ac1_ev,bert-base-uncased,Topology,28,56.13967787770196,0.6
